id,title,json,genre,release_date,runtime,seasons
tt0804425,Pinky Dinky Doo,"{u'Plot': u""When P. Piddy Pony gives Pinky a present she doesn't like, Pinky learns to be gracious. / Tyler Von Whoopty Doo hears squeaking sounds that are distracting him from writing his latest opera. Sherlock Pinky takes on the case."", u'Rated': u'N/A', u'Title': u'Pinky Dinky Doo', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.6/10'}], u'Writer': u'N/A', u'Actors': u'Booth Daniels, Joshua Lewis Berg, Eli Toron', u'Type': u'series', u'imdbVotes': u'108', u'totalSeasons': u'2', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MTg4NTAxMl5BMl5BanBnXkFtZTgwNDcxMTA2MDE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'10 Apr 2006', u'Awards': u'1 nomination.', u'Genre': u'Animation, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0804425', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Year': u'2005\u20132009'}","animation, family",10 Apr 2006,30,2
tt0783392,Mike &amp; Mike,"{u'Plot': u'Mike Golic and Mike Greenberg debate sports.', u'Rated': u'N/A', u'Title': u'Mike & Mike', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.1/10'}], u'Writer': u'N/A', u'Actors': u'Mike Golic, Mike Greenberg', u'Type': u'series', u'imdbVotes': u'528', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News, Sport, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'240 min', u'imdbID': u'tt0783392', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Year': u'2005\u2013'}","news, sport, talk-show",N/A,240,n/a
tt0848954,Engineering an Empire,"{u'Plot': u""A series of documentaries that go over the world's history and it's many accomplishments."", u'Rated': u'N/A', u'Title': u'Engineering an Empire', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.2/10'}], u'Writer': u'N/A', u'Actors': u'Peter Weller, Michael Carroll', u'Type': u'series', u'imdbVotes': u'472', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxODcwMjkwOV5BMl5BanBnXkFtZTcwNTc0OTk0MQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'16 Oct 2006', u'Awards': u'N/A', u'Genre': u'Documentary, History', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'564 min', u'imdbID': u'tt0848954', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Year': u'2005\u20132007'}","documentary, history",16 Oct 2006,564,1
tt0486725,Take Home Chef,"{u'Plot': u'Approaching different women in a grocery store, chef Curtis Stone takes them on a culinary tour, shopping for ingredients and going home with them to create a wonderful meal for friends and/or family.', u'Rated': u'N/A', u'Title': u'Take Home Chef', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.8/10'}], u'Writer': u'N/A', u'Actors': u'Curtis Stone', u'Type': u'series', u'imdbVotes': u'202', u'totalSeasons': u'3', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTYxNDkwOTgzOF5BMl5BanBnXkFtZTgwMTY1OTkwMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'16 May 2006', u'Awards': u'N/A', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0486725', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Year': u'2005\u2013'}",reality-tv,16 May 2006,n/a,3
tt0433308,A Nightmare on Elm Street: Real Nightmares,"{u'Plot': u""Despite what some people may think, this is not another sequel or another bash at a TV series. It's more of a game show. Freddy hosts and challenges contestants to face their fears. One reported contestant is afraid of Bulls, so Freddy places him in a Maze with a Minotaur."", u'Rated': u'N/A', u'Title': u'A Nightmare on Elm Street: Real Nightmares', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.5/10'}], u'Writer': u'Jon Kroll', u'Actors': u'Ronald Walter Barker', u'Type': u'series', u'imdbVotes': u'167', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Horror', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0433308', u'Metascore': u'N/A', u'imdbRating': u'8.5', u'Year': u'2005\u2013'}",horror,N/A,n/a,n/a
tt0813896,Spider Riders,"{u'Plot': u'N/A', u'Rated': u'TV-Y7', u'Title': u'Spider Riders', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.3/10'}], u'Writer': u'N/A', u'Actors': u'Cameron Ansell, Melanie Tonello', u'Type': u'series', u'imdbVotes': u'108', u'totalSeasons': u'1', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTU5OTgxMjYxNV5BMl5BanBnXkFtZTgwNjU5NzIxMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'17 Jun 2006', u'Awards': u'N/A', u'Genre': u'Animation, Action, Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA, Japan, Canada', u'Runtime': u'N/A', u'imdbID': u'tt0813896', u'Metascore': u'N/A', u'imdbRating': u'5.3', u'Year': u'2005\u2013'}","animation, action, comedy",17 Jun 2006,n/a,1
tt0487229,Three Moons Over Milford,"{u'Plot': u'Thus, the continuous threat of an imminent ""Judgment Day"" causes many people to question their lives and live them to extremes by quitting jobs, indulging vices and living as if each day were their last.', u'Rated': u'N/A', u'Title': u'Three Moons Over Milford', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.6/10'}], u'Writer': u'N/A', u'Actors': u'Sam Murphy, Rob Boltin, Nora Dunn, Samantha Quan', u'Type': u'series', u'imdbVotes': u'165', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Fantasy', u'Response': u'True', u'Language': u'English', u'Country': u'USA, Canada', u'Runtime': u'60 min', u'imdbID': u'tt0487229', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Year': u'2005\u2013'}","comedy, fantasy",N/A,60,1
tt0939006,Dive Olly Dive!,"{u'Plot': u'Dive Olly Dive! follows the adventures of two young submarines in training ""Olly and Beth"" under the guidance of Diver Doug at the Special Underwater Research Facility (S.U.R.F.)', u'Rated': u'N/A', u'Title': u'Dive Olly Dive!', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.7/10'}], u'Writer': u'Andrew Ross, Ian Ross', u'Actors': u'Shane Withington, Gibson Nolte, Julie McGregor, Suzie MacKenzie', u'Type': u'series', u'imdbVotes': u'46', u'totalSeasons': u'2', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MjQ3MDAwNV5BMl5BanBnXkFtZTgwMzI1OTc5MzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'02 Dec 2006', u'Awards': u'1 nomination.', u'Genre': u'Animation, Fantasy', u'Response': u'True', u'Language': u'English', u'Country': u'Australia, USA, UK', u'Runtime': u'11 min', u'imdbID': u'tt0939006', u'Metascore': u'N/A', u'imdbRating': u'5.7', u'Year': u'2005\u2013'}","animation, fantasy",02 Dec 2006,11,2
tt0795155,The Monastery,"{u'Plot': u'Five guys spend 40 days and 40 nights in a traditional Benedictine monastery to see if old-style religious life has anything to offer modern man.', u'Rated': u'N/A', u'Title': u'The Monastery', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.3/10'}], u'Writer': u'N/A', u'Actors': u'Sub-Prior Andre, Father Bernard, Prior Christian, Warren Huber', u'Type': u'series', u'imdbVotes': u'13', u'totalSeasons': u'N/A', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOTEzMDMzNTU4M15BMl5BanBnXkFtZTYwNTg5Nzc2._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'22 Oct 2006', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'240 min', u'imdbID': u'tt0795155', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Year': u'2006\u2013'}",documentary,22 Oct 2006,240,n/a
tt1028665,Designing Spaces,"{u'Plot': u'Designing Spaces is a half hour television series that inspires viewers to make every space count, and to enjoy the space they live in. Each episode explores exciting ideas from flea market...', u'Rated': u'N/A', u'Title': u'Designing Spaces', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Debi Marie', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt1028665', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2005\u2013'}",talk-show,N/A,30,n/a
