id,title,json,genre,release_date,runtime,seasons
tt0463399,E! True Hollywood Story,"{u'Plot': u'A documentary about celebrities lives before and after being famous.', u'Rated': u'N/A', u'Title': u'E! True Hollywood Story', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.6/10'}], u'Writer': u'N/A', u'Actors': u'Phil Crowley', u'Type': u'series', u'imdbVotes': u'678', u'totalSeasons': u'17', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjU0MmRjY2UtNmMzZi00MTllLWE3OGUtNjhkMWNjOTdhMTc0XkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'5 wins & 4 nominations.', u'Genre': u'Documentary, Biography, Crime', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0463399', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Year': u'1996\u2013'}","documentary, biography, crime",N/A,n/a,17
tt0279573,The New Detectives: Case Studies in Forensic Science,"{u'Plot': u'Forensic scientists work with a variety of methods (i.e. computer technology, anthropology, entomology) to solve crimes which would otherwise remain unsolved, through finding seemingly obscure clues such as tire tracks, bullet fragments and hair samples and then putting the pieces together. Interviews with forensic pathologists, cold case detectives and victims families show the process entailed in each case. Three separate cases are spotlighted in each episode of this series.', u'Rated': u'TV-PG', u'Title': u'The New Detectives: Case Studies in Forensic Science', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.6/10'}], u'Writer': u'N/A', u'Actors': u'Gene Galusha', u'Type': u'series', u'imdbVotes': u'345', u'totalSeasons': u'9', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDE4MzQyOV5BMl5BanBnXkFtZTgwMjczNzQ4MzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Crime, Mystery', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0279573', u'Metascore': u'N/A', u'imdbRating': u'7.6', u'Year': u'1996\u20132005'}","documentary, crime, mystery",N/A,60,9
tt0115237,L.A. Heat,"{u'Plot': u'The action-packed cases of 2 cops, one white one black, in LA. A wisecracking combination, with plenty of action, chases and explosions thrown in for good measure.', u'Rated': u'N/A', u'Title': u'L.A. Heat', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.6/10'}], u'Writer': u'Joseph Merhi, Richard Pepin', u'Actors': u'Wolf Larson, Steven Williams, Renee Tenison, Kenneth Tigar', u'Type': u'series', u'imdbVotes': u'295', u'totalSeasons': u'2', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMmRmN2NjMmYtNTZkMi00ZGZlLWEyMTUtNDNmM2E2N2E5N2FkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'15 Mar 1999', u'Awards': u'N/A', u'Genre': u'Action, Crime', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'50 min', u'imdbID': u'tt0115237', u'Metascore': u'N/A', u'imdbRating': u'7.6', u'Year': u'1996\u20131999'}","action, crime",15 Mar 1999,50,2
tt0126145,Beverly Hills Bordello,"{u'Plot': u'Nestled in quiet seclusion in the hills above Los Angeles is the house of Madame Veronica Winston (Nicole Gian). Having a reputation second to none, Madame Winston ensures that no matter ...', u'Rated': u'N/A', u'Title': u'Beverly Hills Bordello', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.4/10'}], u'Writer': u'N/A', u'Actors': u'Nicole Gian, Gabriella Hall', u'Type': u'series', u'imdbVotes': u'81', u'totalSeasons': u'3', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTU5NTkwMjU4M15BMl5BanBnXkFtZTcwMTIxODAzMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'26 min', u'imdbID': u'tt0126145', u'Metascore': u'N/A', u'imdbRating': u'6.4', u'Year': u'1996\u2013'}",drama,N/A,26,3
tt0475906,The Dr. Susan Block Show,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Dr. Susan Block Show', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Ron Jeremy, Tera Patrick, Alexandra Silk, Luc Wylder', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'28 min', u'imdbID': u'tt0475906', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1996\u2013'}",talk-show,N/A,28,n/a
tt0361169,Dinner &amp; a Movie,"{u'Plot': u'Two hosts show a movie, and prepare a dinner related to the movie.', u'Rated': u'N/A', u'Title': u'Dinner & a Movie', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.9/10'}], u'Writer': u'N/A', u'Actors': u'Annabelle Gurwitch, Paul Gilmartin', u'Type': u'series', u'imdbVotes': u'61', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0361169', u'Metascore': u'N/A', u'imdbRating': u'7.9', u'Year': u'1996\u2013'}",n/a,N/A,n/a,n/a
tt0211134,America's Dumbest Criminals,"{u'Plot': u'Video footage collected from police and security cameras demonstrating that most crimes are not perpetrated by evil geniuses. Highlights included crooks who use bags as masks but forget to cut holes for their eyes, burglars who have to call 911 after being trapped in the houses they were robbing, and thieves who try to make a fast getaway only to find they locked their keys in their cars.', u'Rated': u'N/A', u'Title': u""America's Dumbest Criminals"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.1/10'}], u'Writer': u'N/A', u'Actors': u'Alex Mebane, Tom Sparks, Camille King, Tommy Barnes', u'Type': u'series', u'imdbVotes': u'90', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0OTk5Mjk5Nl5BMl5BanBnXkFtZTcwMzQwNzIyMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Crime, Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0211134', u'Metascore': u'N/A', u'imdbRating': u'5.1', u'Year': u'1996\u2013'}","crime, reality-tv",N/A,n/a,1
tt0319991,E! News Live,"{u'Plot': u'The latest entertainment news is reported.', u'Rated': u'N/A', u'Title': u'E! News Live', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'4.9/10'}], u'Writer': u'N/A', u'Actors': u'Justin Sylvester, Melanie Bromley, Carissa Culiner, Zuri Hall', u'Type': u'series', u'imdbVotes': u'93', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZDY5MmI3NWYtMGM4OC00NWFhLTljZWMtZDVlNmIxZDA4NzBjXkEyXkFqcGdeQXVyMjI5ODMzNDQ@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'6 nominations.', u'Genre': u'News', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0319991', u'Metascore': u'N/A', u'imdbRating': u'4.9', u'Year': u'1996\u2013'}",news,N/A,60,n/a
tt2644188,Grillin' &amp; Chillin',"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u""Grillin' & Chillin'"", u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Bobby Flay, Jack McDavid', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'N/A', u'Country': u'N/A', u'Runtime': u'N/A', u'imdbID': u'tt2644188', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1996'}",n/a,N/A,n/a,n/a
tt0442646,Special Report with Bret Baier,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Special Report with Bret Baier', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.3/10'}], u'Writer': u'N/A', u'Actors': u'Bret Baier', u'Type': u'series', u'imdbVotes': u'132', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0442646', u'Metascore': u'N/A', u'imdbRating': u'6.3', u'Year': u'1996\u2013'}","news, talk-show",N/A,60,n/a
