id,title,json,genre,release_date,runtime,seasons
tt2834032,Love Thy Neighbor,"{u'Plot': u""From Tyler Perry's plays, gun-toting Grandma Hattie has been given her own sitcom. Managing the Love Train Diner with her brother-in-law Floyd, she dishes out justice in the best way; with love."", u'Rated': u'TV-PG', u'Title': u'Love Thy Neighbor', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'4.1/10'}], u'Writer': u'N/A', u'Actors': u'Jonathan Chase, Palmer Williams Jr., Patrice Lovely, Kendra C. Johnson', u'Type': u'series', u'imdbVotes': u'543', u'totalSeasons': u'5', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMTY5NzU2Ml5BMl5BanBnXkFtZTcwNzEyMTM1OQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt2834032', u'Metascore': u'N/A', u'imdbRating': u'4.1', u'Year': u'2013\u2013'}","comedy, reality-tv",N/A,n/a,5
tt2727600,Mixology,"{u'Plot': u'Chronicles the exploits of singles, five guys and five girls, in search of love all over the course of one night.', u'Rated': u'N/A', u'Title': u'Mixology', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.3/10'}], u'Writer': u'Jon Lucas, Scott Moore', u'Actors': u'Adam Campbell, Adan Canto, Alexis Carra, Craig Frank', u'Type': u'series', u'imdbVotes': u'4,985', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTk2NjUwM15BMl5BanBnXkFtZTcwNjMyNzE1OQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'21 min', u'imdbID': u'tt2727600', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Year': u'2013\u20132014'}",comedy,N/A,21,1
tt2312036,East Los High,"{u'Plot': u'A group of friends at East Los High face the trials and tribulations of teenagers growing up in East Los Angeles.', u'Rated': u'TV-14', u'Title': u'East Los High', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.4/10'}], u'Writer': u'N/A', u'Actors': u'Danielle Vega, Gabriel Chavarria, Alicia Sixtos, Vannessa Vasquez', u'Type': u'series', u'imdbVotes': u'604', u'totalSeasons': u'4', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMDU4NjU5NF5BMl5BanBnXkFtZTgwMTEwMDE0OTE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'7 nominations.', u'Genre': u'Drama, Reality-TV', u'Response': u'True', u'Language': u'English, Spanish', u'Country': u'USA', u'Runtime': u'26 min', u'imdbID': u'tt2312036', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Year': u'2013\u2013'}","drama, reality-tv",N/A,26,4
tt2815522,Southern Charm,"{u'Plot': u""The notoriously closed society of Charleston, South Carolina unlocks the gates of their centuries-old plantation homes for a real-life look at how modern-day Southern aristocracy lives. Get charmed by the social scene which is bound by tradition and ostentation unlike any other culture in America, through a group of the city's most charismatic gentlemen and their Southern belle equals."", u'Rated': u'N/A', u'Title': u'Southern Charm', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.1/10'}], u'Writer': u'Whitney Smith', u'Actors': u'Whitney Smith, Kathryn Dennis, Craig Conover, Shep Rose', u'Type': u'series', u'imdbVotes': u'380', u'totalSeasons': u'4', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MDU0Nzk2OV5BMl5BanBnXkFtZTgwNTIwOTAxMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt2815522', u'Metascore': u'N/A', u'imdbRating': u'6.1', u'Year': u'2013\u2013'}",reality-tv,N/A,60,4
tt2892016,Obsession: Dark Desires,"{u'Plot': u'Obsessions form in all different kinds of ways. It could be a date, an interview, or even just a passing on the street. In this bone-chilling series they will show real life stories of obsession told by the victims.', u'Rated': u'TV-14', u'Title': u'Obsession: Dark Desires', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.6/10'}], u'Writer': u'N/A', u'Actors': u'Stephanie Jones, Richard Banks, Stephanie Moore, Ian Porter', u'Type': u'series', u'imdbVotes': u'194', u'totalSeasons': u'3', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDk4MTU1MTgyMl5BMl5BanBnXkFtZTgwNjQ0ODAxMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA, UK', u'Runtime': u'43 min', u'imdbID': u'tt2892016', u'Metascore': u'N/A', u'imdbRating': u'7.6', u'Year': u'2013\u2013'}",drama,N/A,43,3
tt2709698,Us &amp; Them,"{u'Plot': u""Focuses on the key life moments for Gavin and Stacey, who try to maintain their relationship while combining their polarizing families' lives."", u'Rated': u'N/A', u'Title': u'Us & Them', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.3/10'}], u'Writer': u'N/A', u'Actors': u'Jason Ritter, Alexis Bledel, Kerri Kenney, Ashlie Atkinson', u'Type': u'series', u'imdbVotes': u'153', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2OTUxNDMyNF5BMl5BanBnXkFtZTcwMzkzMjE1OQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt2709698', u'Metascore': u'N/A', u'imdbRating': u'6.3', u'Year': u'2013\u2013'}",comedy,N/A,n/a,1
tt4653374,Vice News,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Vice News', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.4/10'}], u'Writer': u'Juliette Eisner', u'Actors': u'Danny Gold, Tim Pool', u'Type': u'series', u'imdbVotes': u'122', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWMxODNmZjctYWMyNC00Y2FmLWIwY2ItZjYwMGJjYmIwOWYzXkEyXkFqcGdeQXVyNjkzNzUzNTc@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'3 wins & 2 nominations.', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4653374', u'Metascore': u'N/A', u'imdbRating': u'8.4', u'Year': u'2013\u2013'}",documentary,N/A,n/a,n/a
tt6953638,Portal to the Unknown,"{u'Plot': u'From haunted places and UFO sightings to mysterious vanishings and demonic possession, this series explores strange cases of the unexplained.', u'Rated': u'N/A', u'Title': u'Portal to the Unknown', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.9/10'}], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'9', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'20 min', u'imdbID': u'tt6953638', u'Metascore': u'N/A', u'imdbRating': u'5.9', u'Year': u'2013'}",n/a,N/A,20,n/a
tt5439792,How Sex Changed the World: Sex Rebels,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'How Sex Changed the World: Sex Rebels', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt5439792', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2013\u2013'}",documentary,N/A,n/a,n/a
tt3530212,The Safecrackers,"{u'Plot': u""Follow Phil Crawford, one of America's leading safe-crackers, and his best buddy, Blaze as they travel the country to unravel mysteries and unlock the secrets lurking in abandoned safes. Phil, Blaze and their fun-loving crew of family and friends can track down and crack giant bank vaults, intricate antique safes and even armored vehicles and underground bunkers."", u'Rated': u'N/A', u'Title': u'The Safecrackers', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.6/10'}], u'Writer': u'Royal Malloy, Colt Straub, Duke Straub', u'Actors': u'Phil Crawford', u'Type': u'series', u'imdbVotes': u'44', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MDkyOTkxN15BMl5BanBnXkFtZTgwNTU0NDAxMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'24 Mar 2014', u'Awards': u'N/A', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt3530212', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Year': u'2013\u2013'}",reality-tv,24 Mar 2014,30,1
