id,title,json,genre,release_date,runtime,seasons
tt0346307,Judge Mathis,"{u'Plot': u""I'm looking for an episode... Jenkins Vs Beason I think it was around 2008"", u'Rated': u'N/A', u'Title': u'Judge Mathis', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.6/10'}], u'Writer': u'N/A', u'Actors': u'Greg Mathis', u'Type': u'series', u'imdbVotes': u'368', u'totalSeasons': u'14', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTk0OTY3Ml5BMl5BanBnXkFtZTgwMjc5ODYyNzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 win & 8 nominations.', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0346307', u'Metascore': u'N/A', u'imdbRating': u'5.6', u'Year': u'1998\u2013'}",reality-tv,N/A,60,14
tt0143044,Intimate Sessions,"{u'Plot': u'Collection of three of Skinemax episodes: Tamara; Elena; Celeste.', u'Rated': u'R', u'Title': u'Intimate Sessions', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.9/10'}], u'Writer': u'N/A', u'Actors': u'Jeff Henry, Jenna Bodnar, Alan Foster, Gabriella Hall', u'Type': u'series', u'imdbVotes': u'33', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'100 min', u'imdbID': u'tt0143044', u'Metascore': u'N/A', u'imdbRating': u'5.9', u'Year': u'1998\u2013'}",n/a,N/A,100,n/a
tt0167735,Total Request Live,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Total Request Live', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'3.8/10'}], u'Writer': u'N/A', u'Actors': u'Carson Daly, Chris Sabella, John Norris', u'Type': u'series', u'imdbVotes': u'776', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYzIwN2YyOTYtNGVkNC00ZTVhLThmZmItZGNkOWY3ZjgzM2VjXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'5 wins & 8 nominations.', u'Genre': u'Music', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0167735', u'Metascore': u'N/A', u'imdbRating': u'3.8', u'Year': u'1998\u20132008'}",music,N/A,30,n/a
tt0314994,City Confidential,"{u'Plot': u'City Confidential features real life stories in a wide variety of American cities. While many of these stories deal with murder, some also deal with attempted murder, and public officials caught in compromising situations, among other things. The cities featured vary widely in size, from the smallest village to the largest urban areas.', u'Rated': u'N/A', u'Title': u'City Confidential', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.6/10'}], u'Writer': u'N/A', u'Actors': u'Paul Winfield, Keith David', u'Type': u'series', u'imdbVotes': u'309', u'totalSeasons': u'11', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYzhlZGZlYzQtMDY1NS00ZGFmLTkxZDItZmI4OTMyMjYxZjhlXkEyXkFqcGdeQXVyMTEzNzczMA@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Crime, Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'50 min', u'imdbID': u'tt0314994', u'Metascore': u'N/A', u'imdbRating': u'8.6', u'Year': u'1998\u20132006'}","crime, documentary",N/A,50,11
tt0155394,Police Videos,"{u'Plot': u'N/A', u'Rated': u'TV-14', u'Title': u'Police Videos', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.5/10'}], u'Writer': u'N/A', u'Actors': u'C.W. Jensen', u'Type': u'series', u'imdbVotes': u'205', u'totalSeasons': u'5', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjY3NTk5MDMzOV5BMl5BanBnXkFtZTgwMzM2NDgwMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Action, Crime, Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0155394', u'Metascore': u'N/A', u'imdbRating': u'6.5', u'Year': u'1998\u20132012'}","action, crime, reality-tv",N/A,60,5
tt0197161,It's a Miracle,"{u'Plot': u'True stories about miracles still exist.', u'Rated': u'N/A', u'Title': u""It's a Miracle"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.5/10'}], u'Writer': u'N/A', u'Actors': u'Richard Thomas, Ally Downs, Miguel Mas, Vicki Skinner', u'Type': u'series', u'imdbVotes': u'37', u'totalSeasons': u'6', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODU3NTQyM15BMl5BanBnXkFtZTcwODExMzgyMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0197161', u'Metascore': u'N/A', u'imdbRating': u'8.5', u'Year': u'1998\u20132004'}",documentary,N/A,n/a,6
tt0181931,Miami Sands,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Miami Sands', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.7/10'}], u'Writer': u'N/A', u'Actors': u'Adriana Cata\xf1o, Kokoa Woodget Aubert', u'Type': u'series', u'imdbVotes': u'31', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0181931', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Year': u'1998\u2013'}",n/a,N/A,60,1
tt0189308,The Sifl &amp; Olly Show,"{u'Plot': u'The Sifl & Olly Show is a variety show hosted by two sock puppets named Sifl and Olly. Other supporting characters include ; Chester a slow witted but likable sock puppet, Precious Roy an eccentric sock puppet who is the owner of a shop at home show filled with insane and useless products which is hosted by Sifl and Olly, and an assortment of interchangeable characters. The episodes usually contain an introduction of sorts by Chester, a segment with Precious Roy, a segment called A Moment With Chester, a song by Sifl and Olly, and a story involving Sifl and Olly.', u'Rated': u'N/A', u'Title': u'The Sifl & Olly Show', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'9.0/10'}], u'Writer': u'N/A', u'Actors': u'Matt Crocco, Liam Lynch, Michael Taylor', u'Type': u'series', u'imdbVotes': u'361', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzA4NmQzNWMtYjc5MS00NjRhLWIwOTMtNzBlODY2NWIxZWI4XkEyXkFqcGdeQXVyNjgxNjI2NzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0189308', u'Metascore': u'N/A', u'imdbRating': u'9.0', u'Year': u'1998\u2013'}",comedy,N/A,30,n/a
tt0393852,Tales of the Gun,"{u'Plot': u'Historical profiles of various small arms.', u'Rated': u'N/A', u'Title': u'Tales of the Gun', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.3/10'}], u'Writer': u'N/A', u'Actors': u'Roger McGrath', u'Type': u'series', u'imdbVotes': u'103', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzYyNTc2OV5BMl5BanBnXkFtZTcwODc4ODUxMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Biography, History', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0393852', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Year': u'1998\u2013'}","documentary, biography, history",N/A,n/a,1
tt0215446,A Twist in the Tale,"{u'Plot': u'A storyteller tells stories to a group of kids and the characters in these stories are the kids themselves.', u'Rated': u'N/A', u'Title': u'A Twist in the Tale', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.1/10'}], u'Writer': u'Raymond Thompson', u'Actors': u'William Shatner', u'Type': u'series', u'imdbVotes': u'30', u'totalSeasons': u'1', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTU1ODAyMzI5M15BMl5BanBnXkFtZTcwMDUzMjEzMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'06 Feb 1999', u'Awards': u'N/A', u'Genre': u'Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA, New Zealand', u'Runtime': u'N/A', u'imdbID': u'tt0215446', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Year': u'1998\u2013'}",family,06 Feb 1999,n/a,1
