id,title,json,genre,release_date,runtime,seasons
tt0944954,The IT Crowd,"{u'Plot': u'A team of computer geeks work in the IT department of a major company.', u'Rated': u'N/A', u'Title': u'The IT Crowd', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.3/10'}], u'Writer': u'N/A', u'Actors': u'Rocky Carroll, Shea Curry, Jessica St. Clair, Joel McHale', u'Type': u'series', u'imdbVotes': u'1,413', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0944954', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Year': u'2007\u2013'}",comedy,N/A,n/a,n/a
tt1170244,Morning Joe,"{u'Plot': u'Your one stop shop for all the late breaking news in our nation and all over the world.', u'Rated': u'N/A', u'Title': u'Morning Joe', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'4.5/10'}], u'Writer': u'N/A', u'Actors': u'Joe Scarborough, Mika Brzezinski, Willie Geist', u'Type': u'series', u'imdbVotes': u'348', u'totalSeasons': u'11', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNzAxZmYtYjNlZi00OGE2LWIwMGQtYjhjNjgxMTQ3ZDNiXkEyXkFqcGdeQXVyNjE4Njk5NTM@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'News, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'180 min', u'imdbID': u'tt1170244', u'Metascore': u'N/A', u'imdbRating': u'4.5', u'Year': u'2007\u2013'}","news, talk-show",N/A,180,11
tt1216851,It's Supernatural,"{u'Plot': u'Sid Roth interviews various people who have experienced supernatural messages, dreams, miracles and visions.', u'Rated': u'N/A', u'Title': u""It's Supernatural"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.8/10'}], u'Writer': u'N/A', u'Actors': u'Sid Roth, Scott Perri', u'Type': u'series', u'imdbVotes': u'115', u'totalSeasons': u'15', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDU0YmVlZjItY2JhYy00YmJiLTgyOGUtYzk3YmM3MDcwYjIzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NDk5NjM@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1216851', u'Metascore': u'N/A', u'imdbRating': u'6.8', u'Year': u'2007\u2013'}",talk-show,N/A,n/a,15
tt3327536,UCB Comedy Originals,"{u'Plot': u'UCB Comedy is the home for Sketch and Short Films from the Upright Citizens Brigade.', u'Rated': u'N/A', u'Title': u'UCB Comedy Originals', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.8/10'}], u'Writer': u'Matt Besser, Matt Walsh, Ian Roberts, Amy Poehler', u'Actors': u'Matt Besser, Matt Walsh, Will Hines, Neil Casey', u'Type': u'series', u'imdbVotes': u'14', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNjI2Y2U5YzctNzAzOC00NjMyLTgyYWYtNjlhNjQ1MmQ4NjY5XkEyXkFqcGdeQXVyMzI1MjM3NTk@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt3327536', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Year': u'2007\u2013'}",comedy,N/A,n/a,n/a
tt0978757,Room 401,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Room 401', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.1/10'}], u'Writer': u'N/A', u'Actors': u'Jared Padalecki, Cathy Shim, Julissa de Jesus, Diana Terranova', u'Type': u'series', u'imdbVotes': u'204', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjU4MDY0OTM0MF5BMl5BanBnXkFtZTgwNzE5NDcwMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Horror, Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0978757', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Year': u'2007\u2013'}","horror, reality-tv",N/A,n/a,1
tt6963428,Lockup: Maximum Security,"{u'Response': u'False', u'Error': u'Error getting data.'}",n/a,n/a,n/a,n/a
tt0804432,12 Miles of Bad Road,"{u'Plot': u'A comedy centered around the matriarch (Tomlin) of a wealthy Texas family and the problems they incur due to their wealth and powerful real estate business.', u'Rated': u'N/A', u'Title': u'12 Miles of Bad Road', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.1/10'}], u'Writer': u'N/A', u'Actors': u'Lily Tomlin, Mary Kay Place, Leslie Jordan, Katherine LaNasa', u'Type': u'series', u'imdbVotes': u'69', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'01 Mar 2008', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0804432', u'Metascore': u'N/A', u'imdbRating': u'8.1', u'Year': u'2007\u2013'}",comedy,01 Mar 2008,n/a,1
tt2667382,Brent Everett.com,"{u'Plot': u'N/A', u'Rated': u'Not Rated', u'Title': u'Brent Everett TV', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Brent Everett', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt2667382', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2007\u2013'}",reality-tv,N/A,n/a,n/a
tt5371212,The Grabowskis,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Grabowskis', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.8/10'}], u'Writer': u'N/A', u'Actors': u'Jay Bauman, Dan Benavente, Lauren Burke, Josh Davis', u'Type': u'series', u'imdbVotes': u'20', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt5371212', u'Metascore': u'N/A', u'imdbRating': u'8.8', u'Year': u'2007\u20132008'}",comedy,N/A,n/a,n/a
tt5947838,Good Morning Agrestic,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Good Morning Agrestic', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Andy Milder, Kevin Nealon, Becky Thyre, Justin Kirk', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwOTFiMWUtOTQ0Zi00ZTA3LWEwYmUtM2RiZWExYmE3ZDEwXkEyXkFqcGdeQXVyMTEzNzczMA@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Short, Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt5947838', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2007\u2013'}","short, comedy",N/A,n/a,n/a
