id,title,json,genre,release_date,runtime,seasons
tt1245872,Magic's Biggest Secrets Finally Revealed,"{u'Plot': u'Discover the secrets behind the famous magic tricks.', u'Rated': u'TV-PG', u'Title': u""Magic's Biggest Secrets Finally Revealed"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.0/10'}], u'Writer': u'N/A', u'Actors': u'Mitch Pileggi, Allie Cohen, Lauren Melendez', u'Type': u'series', u'imdbVotes': u'713', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZGM0MGVmMzYtZmFhMi00NDQ0LTlkNzQtOTIwNzdkMDkyNDE5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'10 Sep 2008', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt1245872', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Year': u'2002\u2013'}",n/a,10 Sep 2008,60,1
tt0468420,CenterStage,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'CenterStage', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.3/10'}], u'Writer': u'N/A', u'Actors': u'Michael Kay, Steve Ferrarie', u'Type': u'series', u'imdbVotes': u'26', u'totalSeasons': u'5', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0468420', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Year': u'2002\u2013'}","documentary, talk-show",N/A,60,5
tt0294227,World's Best Series,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u""World's Best Series"", u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Susan Lay', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0294227', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2002\u2013'}",n/a,N/A,n/a,n/a
tt0428152,Recipe TV Featuring the World's Greatest Chefs,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u""Recipe TV Featuring the World's Greatest Chefs"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.1/10'}], u'Writer': u'N/A', u'Actors': u'Wolfgang Puck', u'Type': u'series', u'imdbVotes': u'16', u'totalSeasons': u'11', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0428152', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Year': u'2002\u2013'}",documentary,N/A,n/a,11
tt0369081,Ask This Old House,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Ask This Old House', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.8/10'}], u'Writer': u'N/A', u'Actors': u""Kevin O'Connor, Tom Silva, Richard Trethewey, Roger Cook"", u'Type': u'series', u'imdbVotes': u'155', u'totalSeasons': u'15', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MTU5NzMzNl5BMl5BanBnXkFtZTcwNzUwMjcyMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'6 nominations.', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0369081', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Year': u'2002\u2013'}",n/a,N/A,30,15
tt1673986,Sex in World War II,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Sex in World War II', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.2/10'}], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'13', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1673986', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Year': u'2002\u2013'}",documentary,N/A,n/a,n/a
tt0802866,AOL Sessions,"{u'Plot': u'Live music performance and interview series.', u'Rated': u'N/A', u'Title': u'AOL Sessions', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.4/10'}], u'Writer': u'N/A', u'Actors': u'Jimmy R.O. Smith', u'Type': u'series', u'imdbVotes': u'22', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Music, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0802866', u'Metascore': u'N/A', u'imdbRating': u'8.4', u'Year': u'2002\u2013'}","music, talk-show",N/A,n/a,n/a
tt0454746,The Secret Life of...,"{u'Plot': u'A lighthearted take on the history of food.', u'Rated': u'N/A', u'Title': u'The Secret Life of...', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.7/10'}], u'Writer': u'N/A', u'Actors': u""Jim O'Connor"", u'Type': u'series', u'imdbVotes': u'52', u'totalSeasons': u'7', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'15 Oct 2003', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'21 min', u'imdbID': u'tt0454746', u'Metascore': u'N/A', u'imdbRating': u'8.7', u'Year': u'2002\u2013'}",n/a,15 Oct 2003,21,7
tt1628029,Reel Comedy,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Reel Comedy', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.5/10'}], u'Writer': u'N/A', u'Actors': u'Paul F. Tompkins, Will Ferrell, Seth Rogen, Paul Rudd', u'Type': u'series', u'imdbVotes': u'20', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1628029', u'Metascore': u'N/A', u'imdbRating': u'5.5', u'Year': u'2002\u2013'}",n/a,N/A,n/a,n/a
tt0395383,Clash of Warriors,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Clash of Warriors', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.6/10'}], u'Writer': u'N/A', u'Actors': u'Saddam Hussein, Chester W. Nimitz, George S. Patton, Norman Schwarzkopf', u'Type': u'series', u'imdbVotes': u'29', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, History, War', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0395383', u'Metascore': u'N/A', u'imdbRating': u'7.6', u'Year': u'2002\u2013'}","documentary, history, war",N/A,n/a,n/a
