id,title,json,genre,release_date,runtime,seasons
tt3600266,Super Wings!,"{u'Plot': u'""Super Wings"" series revolves around an adorable jet plane named Jett who travels the world delivering packages to children. With every delivery, Jett encounters a new problem that he and his friends the Super Wings must work together to solve. Jett and the Super Wings have the unique ability to transform from planes into amazing heroes who can run, climb, lift, dig and even dive deep under the sea.', u'Rated': u'N/A', u'Title': u'Super Wings!', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.4/10'}], u'Writer': u'N/A', u'Actors': u'Will Blagrove, Luca Padovan, Evan Smolin, Harrison Bajracharya', u'Type': u'series', u'imdbVotes': u'51', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYzUzOTIyZDItY2EzNC00NzY0LWI1MWEtYTg0ODkzODAzMjVhXkEyXkFqcGdeQXVyNjc0NDY5NDE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation, Adventure, Family', u'Response': u'True', u'Language': u'English, Korean, Chinese', u'Country': u'USA, South Korea, China', u'Runtime': u'30 min', u'imdbID': u'tt3600266', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Year': u'2015\u2013'}","animation, adventure, family",N/A,30,1
tt3752910,Dropping the Soap,"{u'Plot': u'Behind the scenes of a failing soap opera the cast and crew try desperately to hold it together.', u'Rated': u'N/A', u'Title': u'Dropping the Soap', u'Ratings': [], u'DVD': u'N/A', u'Writer': u'Mandy Fabian (creator), Mandy Fabian, Kate Mines (creator), Kate Mines, Paul Witten (creator), Paul Witten (story), Paul Witten', u'Production': u'N/A', u'Actors': u'Missi Pyle, Becca Tobin, Jane Lynch, Mimi Rogers', u'Type': u'movie', u'imdbVotes': u'N/A', u'Website': u'N/A', u'Poster': u'N/A', u'Director': u'Ellie Kanner', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'imdbRating': u'N/A', u'Language': u'English', u'Country': u'USA', u'BoxOffice': u'N/A', u'Runtime': u'23 min', u'imdbID': u'tt3752910', u'Metascore': u'N/A', u'Response': u'True', u'Year': u'2015'}",comedy,N/A,23,n/a
tt6926374,Occult Crimes,"{u'Plot': u'""This investigative series examines cases of murder motivated by a lethal mix of mental illness, role-playing rituals and bizarre religious beliefs.', u'Rated': u'N/A', u'Title': u'Occult Crimes', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.6/10'}], u'Writer': u'N/A', u'Actors': u'Christian Page', u'Type': u'series', u'imdbVotes': u'32', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTM4MGQzZjQtZmJhMy00OWM5LTg3ZGUtOWY3ZDgyYWYxOGZmXkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Crime', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'45 min', u'imdbID': u'tt6926374', u'Metascore': u'N/A', u'imdbRating': u'5.6', u'Year': u'2015\u2013'}",crime,N/A,45,n/a
tt2952968,Kittens in a Cage,"{u'Plot': u'Ukulele-playing bad girl Junie Butler gets muscled into prison by her rat fink friends. Abandoned by all, she turns to the warm embrace of her pyromaniac cellmate as they plot to escape ...', u'Rated': u'N/A', u'Title': u'Kittens in a Cage', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.0/10'}], u'Writer': u'N/A', u'Actors': u'Rebecca Mozo, Erin Anderson, Gigi Bermingham, Rebecca Field', u'Type': u'series', u'imdbVotes': u'8', u'totalSeasons': u'1', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjI5Mzg1MjE3OF5BMl5BanBnXkFtZTgwODczMjc1NDE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'4 wins & 9 nominations.', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'116 min', u'imdbID': u'tt2952968', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Year': u'2015\u2013'}",comedy,N/A,116,1
tt4780846,Filthy Preppy Teen$,"{u'Plot': u'Two teens missing for three months come home to the bottom of the popularity ladder.', u'Rated': u'N/A', u'Title': u'Filthy Preppy Teen$', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.2/10'}], u'Writer': u'Curtis Gwinn, Paul Scheer, Jonathan Stern', u'Actors': u'Hannah Kasulka, Max Carver, Malese Jow, Chaley Rose', u'Type': u'series', u'imdbVotes': u'17', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzQwOWNjNDctNDZmOS00MDhkLTkzYzctM2JmZTE2ZDIzNTliXkEyXkFqcGdeQXVyNDUyODY4OTA@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Horror', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4780846', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Year': u'2015\u2013'}","comedy, horror",N/A,n/a,n/a
tt4163320,All Downhill From Here,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Made-Up Again', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Treat Williams, Brooke Adams, Griffin Dunne, Jamie Donnelly', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'01 Feb 2015', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'85 min', u'imdbID': u'tt4163320', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2015\u2013'}",comedy,01 Feb 2015,85,1
tt4412754,Clever Girl,"{u'Plot': u'Denise Dobkin is a struggling, opportunistic freelance columnist who escapes her debtors and competitors by fast-tracking her new romance with older piano teacher Chris Schaefer. Yet as she comes to learn something very disturbing about Chris, she may have stumbled upon the scoop of a lifetime, a scoop that may cost the lives of many young women, including herself.', u'Rated': u'N/A', u'Title': u'Clever Girl', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Kip Bennett, Tifani Ahren Davis', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'14 Feb 2015', u'Awards': u'N/A', u'Genre': u'Thriller', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4412754', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2015'}",thriller,14 Feb 2015,n/a,1
tt4396664,Almost There,"{u'Plot': u'Cooper is a handsome, eternally single psychiatrist living in New York City. Serial dating and workaholic behavior have successfully helped him avoid long-term commitments, until he meets the girl of his dreams. Unfortunately he fails to get her name, number or any other information. The series follows Jackson on his quest to find her and to finally go about the task of finding himself along the way.', u'Rated': u'N/A', u'Title': u'Almost There', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.8/10'}], u'Writer': u'N/A', u'Actors': u'Trieste Kelly Dunn, Quinn Shephard', u'Type': u'series', u'imdbVotes': u'109', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDljNGFiMjEtNGJiZi00ODA3LTk3YTUtMGZjZDhkNzI2ZWFmXkEyXkFqcGdeQXVyNDUzNTUwNzk@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4396664', u'Metascore': u'N/A', u'imdbRating': u'6.8', u'Year': u'2015\u2013'}","comedy, drama",N/A,n/a,1
tt5310130,Forbidden: Dying for Love,"{u'Plot': u'This television show uses reenactments and interviews with survivors to tell the true life stories of men and women who died because of their love for another. There is a new murder every episode.', u'Rated': u'N/A', u'Title': u'Forbidden: Dying for Love', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.4/10'}], u'Writer': u'N/A', u'Actors': u'Raven Cinello', u'Type': u'series', u'imdbVotes': u'30', u'totalSeasons': u'2', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4Nzg1OTQwOF5BMl5BanBnXkFtZTgwMjAwNjM3NzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'01 Jan 2016', u'Awards': u'N/A', u'Genre': u'Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt5310130', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Year': u'2015\u2013'}",drama,01 Jan 2016,n/a,2
tt6963502,Stalkers Who Kill,"{u'Response': u'False', u'Error': u'Error getting data.'}",n/a,n/a,n/a,n/a
