id,title,json,genre,release_date,runtime,seasons
tt0437745,Robot Chicken,"{u'Plot': u""From creators Seth Green and Matthew Senreich, 'Robot Chicken' is stop-motion animation with a demented twist."", u'Rated': u'TV-MA', u'Title': u'Robot Chicken', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.8/10'}], u'Writer': u'Seth Green, Matthew Senreich, Mike Fasolo', u'Actors': u'Seth Green, Matthew Senreich, Breckin Meyer', u'Type': u'series', u'imdbVotes': u'34,721', u'totalSeasons': u'8', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYTVkMWY0ZTItMTg1Yy00ZmQ5LTgwYzktYTdkODdmZGJiOGUwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'20 Feb 2005', u'Awards': u'Won 4 Primetime Emmys. Another 3 wins & 25 nominations.', u'Genre': u'Animation, Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'11 min', u'imdbID': u'tt0437745', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Year': u'2001\u2013'}","animation, comedy",20 Feb 2005,11,8
tt0280345,Sexy Urban Legends,"{u'Plot': u'Two friends in bar narrate American urban legends with an additional strong sexual tone.', u'Rated': u'N/A', u'Title': u'Sexy Urban Legends', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.6/10'}], u'Writer': u'N/A', u'Actors': u'Mick Thomas, Tony Menke', u'Type': u'series', u'imdbVotes': u'135', u'totalSeasons': u'2', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NTU2Nzc3Nl5BMl5BanBnXkFtZTYwMjk3OTM5._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'15 May 2002', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0280345', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Year': u'2001\u2013'}",n/a,15 May 2002,n/a,2
tt0458272,Killer Instinct with Rob Bredl,"{u'Plot': u""In Killer Instinct you can see the thrill of the hunt, the excitement of the chase, going for the kill. Wildlife expert (and crazy Aussie) Rob Bredl hosts this spectacular range of programs that demonstrate the 'KILLER INSTINCT' of wild mammals, animals, birds and insects. Rob risks life and limb to illustrate nature in the raw and show us the various methods that creatures use to ensnare their prey. It's all here in 'KILLER INSTINCT'. Experience a close-up, fast paced look at the raw nature of the animal kingdom. Come face to face with Lions, Tigers, Snakes, Spiders, Crocodiles, Sharks and many more..."", u'Rated': u'N/A', u'Title': u'Killer Instinct with Rob Bredl', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.3/10'}], u'Writer': u'N/A', u'Actors': u'Rob Bredl', u'Type': u'series', u'imdbVotes': u'41', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Action', u'Response': u'True', u'Language': u'English', u'Country': u'Australia, USA', u'Runtime': u'46 min', u'imdbID': u'tt0458272', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Year': u'2001\u20132004'}","documentary, action",N/A,46,n/a
tt0400998,Democracy Now!,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Democracy Now!', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.0/10'}], u'Writer': u'N/A', u'Actors': u'Amy Goodman, Juan Gonzalez', u'Type': u'series', u'imdbVotes': u'200', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWEzNWY0YWYtMTRjNS00MDcyLTkzZDUtOTAyZTEyZWViMWRlXkEyXkFqcGdeQXVyMjIxMzg0MTg@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0400998', u'Metascore': u'N/A', u'imdbRating': u'7.0', u'Year': u'2001\u2013'}","news, talk-show",N/A,60,n/a
tt1787082,Magical Egypt,"{u'Plot': u'Growing evidence is suggesting a missing chapter in human history. West explores evidence of a sophisticated science behind the unexplainable accomplishments of Ancient Egypt, the inheritor of knowledge from an even earlier civilization?', u'Rated': u'N/A', u'Title': u'Magical Egypt', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.5/10'}], u'Writer': u'N/A', u'Actors': u'Derek Partridge, John Anthony West', u'Type': u'series', u'imdbVotes': u'79', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNDE5MzE0OF5BMl5BanBnXkFtZTgwMDQzNTA2MDE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'48 min', u'imdbID': u'tt1787082', u'Metascore': u'N/A', u'imdbRating': u'8.5', u'Year': u'2001\u2013'}",documentary,N/A,48,1
tt0791286,Xtreme 4x4,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Xtreme 4x4', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.4/10'}], u'Writer': u'N/A', u'Actors': u'Ian Johnson', u'Type': u'series', u'imdbVotes': u'30', u'totalSeasons': u'2011', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTkzNjI4MDcxOV5BMl5BanBnXkFtZTgwMzU3NzkwMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0791286', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Year': u'2001\u2013'}",reality-tv,N/A,n/a,2011
tt0331800,Unwrapped,"{u'Plot': u'Goes behind the scenes to show us how our favorite foods were developed and are manufactured. Each show is usually grouped around a theme (Halloween, snack foods, candy, etc.), and tours of the factories that produce Twinkies, Lemonheads, beef jerky, and so on are shown.', u'Rated': u'TV-G', u'Title': u'Unwrapped', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.1/10'}], u'Writer': u'N/A', u'Actors': u'Marc Summers', u'Type': u'series', u'imdbVotes': u'300', u'totalSeasons': u'22', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwMTY4NDU5OV5BMl5BanBnXkFtZTgwMzE5NjgwMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0331800', u'Metascore': u'N/A', u'imdbRating': u'8.1', u'Year': u'2001\u2013'}","documentary, family",N/A,30,22
tt0321003,VH1: All Access,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'VH1: All Access', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.2/10'}], u'Writer': u'N/A', u'Actors': u'Bex Schwartz, Brian Donovan, Jill Dobson', u'Type': u'series', u'imdbVotes': u'52', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'15 Mar 2004', u'Awards': u'N/A', u'Genre': u'Music', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0321003', u'Metascore': u'N/A', u'imdbRating': u'6.2', u'Year': u'2001\u2013'}",music,15 Mar 2004,n/a,1
tt0473597,War Stories with Oliver North,"{u'Plot': u'The series recounts combat experiences, from World War II to the present.', u'Rated': u'N/A', u'Title': u'War Stories with Oliver North', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.7/10'}], u'Writer': u'N/A', u'Actors': u'Oliver North', u'Type': u'series', u'imdbVotes': u'54', u'totalSeasons': u'7', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BY2IwNTViN2UtZGFhNS00MDQ4LWIyZWItY2ZjMWQzODdkNjg2XkEyXkFqcGdeQXVyNjgzOTQ0MzM@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, History, War', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0473597', u'Metascore': u'N/A', u'imdbRating': u'6.7', u'Year': u'2001\u2013'}","documentary, history, war",N/A,60,7
tt0300706,The 5th Wheel,"{u'Plot': u'Reality dating show where five sexy singles try and hook up.', u'Rated': u'N/A', u'Title': u'The 5th Wheel', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.4/10'}], u'Writer': u'N/A', u'Actors': u'Aisha Tyler', u'Type': u'series', u'imdbVotes': u'65', u'totalSeasons': u'N/A', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM1NDA5ODg4Nl5BMl5BanBnXkFtZTcwNjExODYyMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'Comedy, Romance', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0300706', u'Metascore': u'N/A', u'imdbRating': u'5.4', u'Year': u'2001\u20132004'}","comedy, romance",N/A,30,n/a
