id,title,json,genre,release_date,runtime,seasons
tt0242192,Between the Lions,"{u'Plot': u""Lions Theo and Cleo and their cubs Lionel and Leona have many adventures at their library. Usually surrounding the many books within. Whether a daring story about Cliff Hanger, a vocabulary lesson from Chicken Jane, a song from the Monkey Pop-Up Theater and the Vowelles, as well as the lion family in a few zany skits of their own, such as Theo and Cleo as French chefs or Theo and Cleo as pop singers. There's no telling what can happen when you read...Between the Lions!"", u'Rated': u'TV-Y', u'Title': u'Between the Lions', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.1/10'}], u'Writer': u'Kathryn Mullen', u'Actors': u'Anthony Asbury', u'Type': u'series', u'imdbVotes': u'639', u'totalSeasons': u'10', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NDM1MDk5OF5BMl5BanBnXkFtZTcwMjYyMTEzMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'03 May 2002', u'Awards': u'12 wins & 38 nominations.', u'Genre': u'Animation, Comedy, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0242192', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Year': u'1999\u2013'}","animation, comedy, family",03 May 2002,30,10
tt0218787,Ripley's Believe It or Not!,"{u'Plot': u""Ripley's Believe It or Not! is a curious format, sort of a 'Guiness Book of Records'-like magazine on TV. It has no permanent cast or storyline, just a presenting host in the castle-type LA residence who occasionally shows curiosities from 'Ripley's vault' there, but usually simply introduces the topics shown in the various, rather short film sequences shot all over the world, in addition to which some weird facts (e.g. absurd laws) can be quickly reviewed. Each report -usually independent, follow-up is rare- is on something very unusual, surprising and/or spectacular, such as inventions, stunts and records, freak creatures and - accidents. Sometimes the title is taken literally when a few of the least likely items are bunched up for the viewer to guess which one isn't true."", u'Rated': u'N/A', u'Title': u""Ripley's Believe It or Not!"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.7/10'}], u'Writer': u'N/A', u'Actors': u'Dean Cain, Kelly Packard', u'Type': u'series', u'imdbVotes': u'1,035', u'totalSeasons': u'4', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzU2NjQ2MV5BMl5BanBnXkFtZTcwMjczMzAwMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'12 Jan 2000', u'Awards': u'N/A', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0218787', u'Metascore': u'N/A', u'imdbRating': u'6.7', u'Year': u'1999\u20132003'}",reality-tv,12 Jan 2000,n/a,4
tt0247874,Initial D: Second Stage,"{u'Plot': u""Picking up right after the events of 'First Stage', 'Second Stage' continues to follow the underground Road Racing career of high-school student/delivery boy Takumi Fujiwara and friends as ..."", u'Rated': u'N/A', u'Title': u'Initial D: Second Stage', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.2/10'}], u'Writer': u'N/A', u'Actors': u""Shin'ichir\xf4 Miki"", u'Type': u'series', u'imdbVotes': u'418', u'totalSeasons': u'2', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BN2NiNWM5MGEtMmQwNC00YjNhLTk4MGEtNDA4ZjM4MjVjZjU0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation, Action, Comedy', u'Response': u'True', u'Language': u'Japanese, English', u'Country': u'Japan, Canada, USA', u'Runtime': u'325 min', u'imdbID': u'tt0247874', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Year': u'1999\u20132000'}","animation, action, comedy",N/A,325,2
tt0252154,Nightcap,"{u'Plot': u'This is a simple plot which contains the realities of life in its episodes.It is alike any TV soap and ends up every plot with a passionate lovemaking', u'Rated': u'N/A', u'Title': u'Nightcap', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.9/10'}], u'Writer': u'N/A', u'Actors': u'Tane McClure, Kim Yates, Nikki Fritz', u'Type': u'series', u'imdbVotes': u'42', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzY5ZDRmZmQtNmMxMi00ZjI3LTgxNjYtMTk5MjczZmY2MDE5XkEyXkFqcGdeQXVyNjg5Nzc3NTU@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0252154', u'Metascore': u'N/A', u'imdbRating': u'6.9', u'Year': u'1999\u2013'}",n/a,N/A,n/a,n/a
tt0162118,The Tom Green Show,"{u'Plot': u""Tom Green is a comedian who likes to go around and pull pranks on everybody. Among his most famous is putting a cowhead in his parent's bed, suckling a cow's udder, throwing plastic babies onto cars...etc. The show is half talk show and half documentary."", u'Rated': u'N/A', u'Title': u'The Tom Green Show', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.5/10'}], u'Writer': u'Tom Green', u'Actors': u'Tom Green', u'Type': u'series', u'imdbVotes': u'940', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNTkzNzY2NV5BMl5BanBnXkFtZTcwODkzNzIyMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'14 Feb 2000', u'Awards': u'3 nominations.', u'Genre': u'Comedy, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'Canada, USA', u'Runtime': u'30 min', u'imdbID': u'tt0162118', u'Metascore': u'N/A', u'imdbRating': u'6.5', u'Year': u'1999\u2013'}","comedy, talk-show",14 Feb 2000,30,n/a
tt0472971,Rayman: The Animated Series,"{u'Plot': u'The evil circus owner Rigatoni has enslaved Rayman and his friends, forcing them to work in his traveling circus! Rayman decides they must break free. They soon escape from the villainous circus, only to be chased by Inspector Grub, who is intent on capturing the ""fugitives."" Will Rayman and his friends ever find freedom?', u'Rated': u'N/A', u'Title': u'Rayman: The Animated Series', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.9/10'}], u'Writer': u'N/A', u'Actors': u'Billy West', u'Type': u'series', u'imdbVotes': u'26', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation', u'Response': u'True', u'Language': u'English', u'Country': u'UK, France', u'Runtime': u'N/A', u'imdbID': u'tt0472971', u'Metascore': u'N/A', u'imdbRating': u'7.9', u'Year': u'1999\u20132000'}",animation,N/A,n/a,1
tt0190174,Code Name: Eternity,"{u'Plot': u'Ethaniel, an alien creature from a distant galaxy, takes on human form in order to capture the rogue alien David Banning. Now Ethaniel must learn about our world: how we think and how we relate to each other. Dr. Laura Keating assists Ethaniel in his understanding of the ""human"" way while he pursues Banning. Ethaniel knows Banning\'s secret goal lies in the brain of Thorber, Ethaniel\'s missing brother. A brilliant scientist, Thorber originally worked with Banning but fled after discovering Banning\'s real scheme: the ultimate destruction of all human life on earth. Joined by Byder, a rebel hooked on conspiracy theories, Ethaniel and Dr. Laura Keating set out on their mission. Forging a powerful interspecies alliance, Laura and Ethaniel risk their lives and their emotions, including their growing love for each other. Danger, romance and suspense abound.', u'Rated': u'N/A', u'Title': u'Code Name: Eternity', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.2/10'}], u'Writer': u'William Fruet, Jeff King', u'Actors': u'Cameron Bancroft, Ingrid Kavelaars, Gordon Currie, Olivier Gruner', u'Type': u'series', u'imdbVotes': u'217', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODM5NTUxNTg2Ml5BMl5BanBnXkFtZTcwNzMyODMwNA@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'09 Jan 2004', u'Awards': u'N/A', u'Genre': u'Action, Adventure, Sci-Fi', u'Response': u'True', u'Language': u'English', u'Country': u'France, Germany, Canada, USA', u'Runtime': u'N/A', u'imdbID': u'tt0190174', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Year': u'1999\u2013'}","action, adventure, sci-fi",09 Jan 2004,n/a,1
tt0233032,Battle Dome,"{u'Plot': u'It was like American Gladiators but different', u'Rated': u'N/A', u'Title': u'Battle Dome', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.2/10'}], u'Writer': u'David Garrett', u'Actors': u""Sydney 'Big Dawg' Colston"", u'Type': u'series', u'imdbVotes': u'103', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYjg1Yzc1NjAtMDNlMy00ODQ1LTgyY2EtYTgyMzI4MDljZTZlXkEyXkFqcGdeQXVyNzcwNzQxMw@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0233032', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Year': u'1999\u20132001'}",sport,N/A,n/a,1
tt0780214,Divine Design,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Divine Design', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.3/10'}], u'Writer': u'N/A', u'Actors': u'Candice Olson', u'Type': u'series', u'imdbVotes': u'135', u'totalSeasons': u'16', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA, Canada', u'Runtime': u'30 min', u'imdbID': u'tt0780214', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Year': u'1999\u2013'}",reality-tv,N/A,30,16
tt0292776,Crossing Over with John Edward,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Crossing Over with John Edward', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'1.5/10'}], u'Writer': u'N/A', u'Actors': u'John Edward', u'Type': u'series', u'imdbVotes': u'405', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Sci-Fi, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0292776', u'Metascore': u'N/A', u'imdbRating': u'1.5', u'Year': u'1999\u20132004'}","sci-fi, talk-show",N/A,30,n/a
tt0156201,A Baby Story,"{u'Plot': u'The stories of families and how their lives change when a new member is born.', u'Rated': u'TV-PG', u'Title': u'A Baby Story', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.0/10'}], u'Writer': u'N/A', u'Actors': u'Jen Remauro, Adam Frederick, Lou Tambone, Vecepia Towery', u'Type': u'series', u'imdbVotes': u'69', u'totalSeasons': u'2', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'2 wins & 4 nominations.', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0156201', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Year': u'1999\u2013'}",n/a,N/A,30,2
tt0261487,The Planet's Funniest Animals,"{u'Plot': u'Keegan Michael-Key shows hilarious clips about animals doing funny and entertaining things.', u'Rated': u'N/A', u'Title': u""The Planet's Funniest Animals"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'5.6/10'}], u'Writer': u'N/A', u'Actors': u'Keegan-Michael Key', u'Type': u'series', u'imdbVotes': u'251', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MTY4Nzc0M15BMl5BanBnXkFtZTcwNjYzOTQzMQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0261487', u'Metascore': u'N/A', u'imdbRating': u'5.6', u'Year': u'1999\u2013'}",family,N/A,30,1
tt0190183,Ghost Rider,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Ghost Rider', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'4.5/10'}], u'Writer': u'N/A', u'Actors': u'Marc Wasserman', u'Type': u'series', u'imdbVotes': u'36', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0190183', u'Metascore': u'N/A', u'imdbRating': u'4.5', u'Year': u'1999\u2013'}",n/a,N/A,n/a,n/a
tt0196286,Queen Latifah Show,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Queen Latifah Show', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.5/10'}], u'Writer': u'N/A', u'Actors': u'Queen Latifah', u'Type': u'series', u'imdbVotes': u'38', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0196286', u'Metascore': u'N/A', u'imdbRating': u'6.5', u'Year': u'1999\u20132001'}",n/a,N/A,n/a,1
