id,title,json,genre,release_date,runtime,seasons
tt0491758,Dallas Cowboys Cheerleaders: Making the Team,"{u'Plot': u'Reality show following the auditioning process and making of the annual Dallas Cowboys Cheerleading Squad.', u'Rated': u'N/A', u'Title': u'Dallas Cowboys Cheerleaders: Making the Team', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.3/10'}], u'Writer': u'N/A', u'Actors': u'Kelli Finglass, Judy Trammell, Sydney Durso, Jay Johnson', u'Type': u'series', u'imdbVotes': u'264', u'totalSeasons': u'9', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MDU2MTkzMF5BMl5BanBnXkFtZTgwODAxMDAxMzE@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Reality-TV, Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0491758', u'Metascore': u'N/A', u'imdbRating': u'6.3', u'Year': u'2006\u2013'}","reality-tv, sport",N/A,30,9
tt0775374,Lincoln Heights,"{u'Plot': u'A family moves to a crime-filled area of the heights and tries to help the community and the convicts living there.', u'Rated': u'N/A', u'Title': u'Lincoln Heights', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.9/10'}], u'Writer': u'Seth Freeman', u'Actors': u'Russell Hornsby, Nicki Micheaux, Erica Hubbard, Rhyon Nicole Brown', u'Type': u'series', u'imdbVotes': u'1,389', u'totalSeasons': u'4', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MzM3Nzk4OF5BMl5BanBnXkFtZTcwNDEwOTIxMw@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'2 wins & 17 nominations.', u'Genre': u'Drama, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0775374', u'Metascore': u'N/A', u'imdbRating': u'7.9', u'Year': u'2006\u20132009'}","drama, family",N/A,60,4
tt0995011,The Electric Company,"{u'Plot': u'Thirty-two years after the power was first turned on, a natural-foods diner opens in New York City that becomes the hangout for four kids who have superhuman powers with words. With the help of a beat-boxing short-order cook and a lot of music, the kids keep their neighborhood safe from troublemakers.', u'Rated': u'N/A', u'Title': u'The Electric Company', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.5/10'}], u'Writer': u'N/A', u'Actors': u'Jenni Barber, Dominic Col\xf3n, Steven Freitas, William Jackson Harper', u'Type': u'series', u'imdbVotes': u'192', u'totalSeasons': u'3', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzQ1ODcwMjUwOV5BMl5BanBnXkFtZTcwNTIyODg5Mg@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'19 Jan 2009', u'Awards': u'10 wins & 13 nominations.', u'Genre': u'Comedy, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0995011', u'Metascore': u'N/A', u'imdbRating': u'7.5', u'Year': u'2006\u2013'}","comedy, family",19 Jan 2009,n/a,3
tt0762067,Wow! Wow! Wubbzy!,"{u'Plot': u'Join Wubbzy and all of his Wuzzleburg friends! Widget is the busiest builder and fix-it whiz, Walden knows all about science and art, Daizy is the sweet girly-girl next door and Wubbzy is the fun, lovable and curious little guy who is always looking to play, play, play! *Dove Foundation approved for the whole family*', u'Rated': u'TV-Y', u'Title': u'Wow! Wow! Wubbzy!', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.0/10'}], u'Writer': u'Bob Boyle', u'Actors': u'Janet James, Lara Jill Miller, Carlos Alazraqui, Grey DeLisle', u'Type': u'series', u'imdbVotes': u'556', u'totalSeasons': u'3', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MjIzODAzNl5BMl5BanBnXkFtZTcwNTQ0OTQ3MQ@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 win & 3 nominations.', u'Genre': u'Animation, Family', u'Response': u'True', u'Language': u'English, French', u'Country': u'USA', u'Runtime': u'25 min', u'imdbID': u'tt0762067', u'Metascore': u'N/A', u'imdbRating': u'6.0', u'Year': u'2006\u20132010'}","animation, family",N/A,25,3
tt0498633,Secrets of a Small Town,"{u'Plot': u'The mysterious murder of a teenage girl and the disappearance of her sister shake up a small town.', u'Rated': u'N/A', u'Title': u'Secrets of a Small Town', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.2/10'}], u'Writer': u'N/A', u'Actors': u'Angie Harmon, Leighton Meester, Whitney Able, John L. Adams', u'Type': u'series', u'imdbVotes': u'65', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0MDQwNzUtNzA0Yy00ZjJmLWE4ODctMmYyZWFkN2Y5MmU0XkEyXkFqcGdeQXVyNjQ0OTk1ODg@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0498633', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Year': u'2006\u2013'}",drama,N/A,n/a,1
tt0496191,The Revolution,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Revolution', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.6/10'}], u'Writer': u'N/A', u'Actors': u'John W. Hall, Mark Hilliard, Bryan Kennedy, Larry A. Maxwell', u'Type': u'series', u'imdbVotes': u'240', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjA2NDUwNF5BMl5BanBnXkFtZTcwOTc2NzQwMg@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'History, War', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0496191', u'Metascore': u'N/A', u'imdbRating': u'8.6', u'Year': u'2006\u2013'}","history, war",N/A,n/a,1
tt6979196,Lockup: First Timers,"{u'Plot': u'This series highlights the culture shock of prison life from the perspective of the recently arrived, including teens, drug addicts and a former cop.', u'Rated': u'N/A', u'Title': u'Lockup: First Timers', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.5/10'}], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'11', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'43 min', u'imdbID': u'tt6979196', u'Metascore': u'N/A', u'imdbRating': u'6.5', u'Year': u'2006\u20132015'}",documentary,N/A,43,n/a
tt1454750,Disney 365,"{u'Plot': u'Celebrities go on vacation on a Disney resort or cruise ship.', u'Rated': u'N/A', u'Title': u'Disney 365', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'2.5/10'}], u'Writer': u'N/A', u'Actors': u'Mikie Beatty, Chester See, David Henrie, Reba Buhr', u'Type': u'series', u'imdbVotes': u'469', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1454750', u'Metascore': u'N/A', u'imdbRating': u'2.5', u'Year': u'2006\u2013'}","documentary, family",N/A,n/a,n/a
tt2035145,Mix Master,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Mix Master', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.8/10'}], u'Writer': u'N/A', u'Actors': u'Marlo Flanagan, Stephanie Komure', u'Type': u'series', u'imdbVotes': u'15', u'totalSeasons': u'1', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzJiNWY0MDctY2ViOC00NGM1LWEzY2YtNGE2NmIyOGJlMmE5XkEyXkFqcGdeQXVyMzM1NDc0OTQ@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation', u'Response': u'True', u'Language': u'English', u'Country': u'USA, South Korea', u'Runtime': u'N/A', u'imdbID': u'tt2035145', u'Metascore': u'N/A', u'imdbRating': u'6.8', u'Year': u'2006\u2013'}",animation,N/A,n/a,1
tt0802149,The Singles Table,"{u'Plot': u'In this comedy, a group of witty and single strangers -- Ivan (John Cho, ""Harold and Kumar Go to White Castle""), Eli (Conor Dubin, ""Close to Home""), Georgia (Alicia Silverstone, ""Clueless""), Adam (Jarrad Paul, ""The Shaggy Dog"") and Stephanie (Rhea Seehorn, ""Modern Men"") - meet at a wedding and suddenly realize they have one thing in common, they are each a party of one stuck at a remote singles table. Because of their solo status and tenuous relationships with the bride and groom, they are all destined for Table 18, a far corner of the wedding reception. But through the course of the party, each emotionally vulnerable person questions his or her life\'s issues and vows to make it better. For richer or poorer, these five kindred spirits will grow to become good friends -- and, in some cases, they may become more than that.', u'Rated': u'N/A', u'Title': u'The Singles Table', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.0/10'}], u'Writer': u'Bill Martin, Mike Schiff', u'Actors': u'John Cho, Conor Dubin, Jarrad Paul, Rhea Seehorn', u'Type': u'series', u'imdbVotes': u'61', u'totalSeasons': u'N/A', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjhhODNjNzktNjU5Zi00OWQ1LTk2NmItYzY3NjE5Y2I5YTA2XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'22 min', u'imdbID': u'tt0802149', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Year': u'2006\u2013'}",comedy,N/A,22,n/a
