id,title,json,genre,release_date,runtime,seasons
tt5801706,Syn,"{u'Plot': u""SYN is a psychological thriller inhabiting two different time periods and centering around a beautiful blonde named Jess. Jess has amnesia and remembers nothing about who she is or where she came from. SYN is both Jess' quest to reclaim her lost memories and also on a broader scale, how her very existence could change the course of reality."", u'Rated': u'TV-14', u'Title': u'Syn', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Anastasia Baranova, George Murdoch, Christina Robinson, Emily Sweet', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZDAyYTU1ODMtMDcxMS00MWRkLTk3NjUtMTAxZmE3YTU5Nzc4XkEyXkFqcGdeQXVyNjU0OTE5MDQ@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Crime, Mystery, Sci-Fi', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'47 min', u'imdbID': u'tt5801706', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}","crime, mystery, sci-fi",N/A,47,n/a
tt6722926,All or Nothing: A Season with the Los Angeles Rams,"{u'Plot': u'The Los Angeles Rams search for a new identity in their old stomping grounds during one of the most challenging seasons in recent NFL history.', u'Rated': u'N/A', u'Title': u'All or Nothing: A Season with the Los Angeles Rams', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Jared Goff, Todd Gurley, Sean McVay', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODQ1NjA3MDYwOF5BMl5BanBnXkFtZTgwOTg1OTcyMjI@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary, Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt6722926', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}","documentary, sport",N/A,60,n/a
tt6317030,Snatchers,"{u'Plot': u'After status-obsessed teen Sara has sex for the first time, she wakes up the next day nine months pregnant-with an alien.', u'Rated': u'N/A', u'Title': u'Snatchers', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Mary Nepi, Gabrielle Elyse, J.J. Nolan, David H. Stevens', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzQxOTk5NV5BMl5BanBnXkFtZTgwNzQ3NjY5MDI@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Horror', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt6317030', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017'}","comedy, horror",N/A,n/a,n/a
tt7056740,Web of Spies,"{u'Plot': u""Web of Spies, is a spin-off of Granite Flats, set 10 years late, in 1973, largely in Washington, DC. Richard Nixon has just been reelected. Vietnam is finally at an end. Sweeping civil rights laws have been passed. Watergate is something that hasn't yet touched the presidency. And the cold war rages on in its quiet, persistent way, led by the the purveyors of secrecy and deception in the CIA and their counterpart service, the KGB. Web of Spies tells the story of Timmy Sanders, now 25 and living in the nation's capital, working as an analyst for the CIA, newly married to a wonderful British woman, Zadie, who's a freelance reporter. But when Timmy's old friends Madeline Andrews and Arthur Milligan announce their engagement, Timmy is drawn back into lives he thought he had left behind years before."", u'Rated': u'N/A', u'Title': u'Web of Spies', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Hayward Buchanan, Scott Christopher, Jennifer Field, Maia Guest', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZDY1ZDU5YjgtNmJhOS00NWU1LThhOTQtN2U5Mjg4M2FlYmQzXkEyXkFqcGdeQXVyMjM1Nzk1NTM@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Drama', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt7056740', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017'}",drama,N/A,n/a,n/a
tt4301628,Critters,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Critters', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy, Horror, Sci-Fi', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4301628', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}","comedy, horror, sci-fi",N/A,n/a,1
tt6282836,Dan Is Dead,"{u'Plot': u""After a few years of playing rock and roll in broken down bars filled with drunks and sadness, the members of Orange and the Dead Ends are seconds away from fame and that's mostly due to their lead singer, Dan Orange. A late addition to the band, Orange is like a Keith Richards fever dream; an open wound of charisma, an uncontrollable party animal, a singer whose songs leave his fans drenched with sweat and love and sex. When the original members of the band found Dan Orange, they knew they found success...and then, with a smile and a wink, he drives his sport's car off a cliff and explodes like a douchebag. Damn. So, what's a band on the precipice of fame supposed to do? The idea comes from their new-ish manager, Samantha Epsten: find a Dan Orange lookalike, train him to act like their lead singer and go on as if nothing ever happened. After all, isn't that what the Beatles did with Paul? The three remaining band members -- Charlotte Sauvage, the slightly insane, Woodstock-loving bassist, Billy Calendar, all-in, make-it-or-break-it drummer and Dashiell Lowman, the overly-artistic guitarist and co-songwriter - aren't convinced. First of all, it seems impossible. Second of all, wouldn't it be much easier to give up and maybe go overdose somewhere? But then, as if by fate, Sam meets Peter Gary Sandlittle over her father's grave. The awkward gravedigger has never sang a note in his life, has crippling stage fright and absolutely no charisma. But he does have one positive characteristic: from his face, to his (sadly American-accented) voice, Peter is a dead ringer for Dan Orange. Almost as quickly as they lost him, Orange and the Dead Ends have their lead singer back. Sort of. First of all, an impending performance (the biggest of the band's life) is looming and Peter is not nearly ready. Secondly, Peter needs to not only learn to sing, but also to act like the charming, womanizing Orange - no easy task for a man who is terrified of both women and speaking. Finally, Pepper Leeds -- a reporter for Rock Attik magazine and Dan's periodic lover -- suspects something is amiss and won't stop until she figures out what that something is. But with the plans underway, there's very little that Orange and the Dead Ends can do but survive and do what they do best: rock and roll with the punches."", u'Rated': u'N/A', u'Title': u'Dan Is Dead', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Drake Bell, Andrew Caldwell, Emma Fitzpatrick, Angela Gulner', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODllZGY4OGUtMDcyYi00ODM0LTlhYTgtODEyODM1NDg1Y2RhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjY2NjI4Mjc@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt6282836', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}",comedy,N/A,n/a,n/a
tt6764000,The Off Season,"{u'Plot': u""Siblings Jack and Laurie receive a mysterious letter informing them that their Uncle Pete has died and left them his motel at the Jersey Shore. Upon their arrival, Uncle Pete's sinister lawyer informs them that in order to claim their inheritance, they must spend one night inside it. After a tumultuous night full of run-ins with the strange staff and other guests, Jack and Laurie discover that they can't leave the cursed motel, so their only course of action is to plan one big rager and trap their friends with them."", u'Rated': u'N/A', u'Title': u'The Off Season', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Robert Belushi, Erica Rhodes, Barry Shabaka Henley, Mindy Sterling', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDI3ZTI1NTgtZjI1ZS00NGJhLWFiMmUtNDk0ZmNlY2FlMjA3XkEyXkFqcGdeQXVyMDYxOTMwMw@@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt6764000', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}",comedy,N/A,n/a,n/a
tt6979736,Truth and Lies: The Menendez Brothers,"{u'Plot': u'Behind the murders of a Hollywood movie executive and his former beauty queen wife by their sons.', u'Rated': u'N/A', u'Title': u'Truth and Lies: The Menendez Brothers', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'80 min', u'imdbID': u'tt6979736', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}",n/a,N/A,80,n/a
tt6973752,Fill in the Prank,"{u'Plot': u'Ever wondered what would happen if you dropped pretend biohazard in a crowded elevator? Or threw a fake rat in an occupied toilet stall? Wonder no more. FILL IN THE PRANK features internet pranksters Elton Castee, Amanda Swearingen, Heath Hussar, Colby Brock, and Sam Golbach competing to pull off the funniest pranks.', u'Rated': u'N/A', u'Title': u'Fill in the [Prank]', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Colby Brock, Elton Castee, Sam Golbach, Heath Hussar', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDNiMTcyNWUtMWYzNy00N2RlLWE1NGYtZWFlMTZlMTgyNzlmXkEyXkFqcGdeQXVyNTEzNjc4OTU@._V1_SX300.jpg', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Short, Comedy, Reality-TV', u'Response': u'True', u'Language': u'English', u'Country': u'USA, Australia', u'Runtime': u'N/A', u'imdbID': u'tt6973752', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}","short, comedy, reality-tv",N/A,n/a,n/a
tt4538014,The Brothers Grimm,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Brothers Grimm', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Action, Adventure, Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4538014', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'2017\u2013'}","action, adventure, comedy",N/A,n/a,1
